TDS (mg/l),Turbidity (NTU),pH,Depth (m),Flow Discharge (L/min),Filter Life Span (hours),Filter Efficiency (%)
488.007,1.216,6.009,4.546,91.256,3959.0,84.042
155.3,7.018,7.089,1.965,77.339,4229.161,88.623
230.485,6.672,6.394,2.854,79.642,4045.897,86.664
337.001,2.505,7.136,2.848,66.575,4301.949,88.105
270.753,8.131,8.479,3.42,73.847,4116.308,87.864
421.714,1.288,8.199,1.88,12.489,4631.646,91.578
380.871,9.257,6.777,3.392,33.592,3917.971,86.621
29.149,2.01,7.484,1.135,46.352,4727.117,92.411
499.211,0.814,7.255,4.521,66.768,4149.58,86.072
376.201,3.395,6.325,1.149,42.35,4375.071,89.346
431.952,1.878,8.475,4.281,38.125,4333.173,88.514
325.599,5.269,7.063,3.619,56.796,4104.515,87.058
428.143,6.868,7.264,2.035,40.048,4185.343,88.513
56.191,4.909,7.619,1.973,8.182,4574.635,92.137
173.869,6.606,6.479,4.847,96.972,3851.983,84.532
438.21,3.649,6.556,1.377,92.69,4230.868,87.477
100.828,0.279,6.481,3.753,4.862,4498.709,90.022
39.121,9.741,6.961,1.327,53.389,4250.088,89.889
394.059,8.194,6.499,4.574,71.565,3742.625,84.169
417.743,0.734,8.316,3.839,61.376,4379.393,88.4
81.326,4.492,7.786,4.697,35.985,4271.64,88.704
427.173,6.35,8.245,4.456,80.524,3986.716,85.967
343.384,1.906,8.121,2.973,61.86,4424.138,89.195
260.041,5.78,7.758,1.185,24.654,4488.962,91.377
415.125,5.336,6.607,1.497,61.512,4213.619,88.122
209.625,2.083,7.538,1.408,28.192,4647.682,91.82
96.997,1.412,6.466,1.493,59.989,4558.205,90.406
142.426,7.59,6.331,2.644,76.668,4064.703,87.157
252.582,3.226,7.581,4.405,30.952,4268.149,88.34
265.665,2.44,7.562,0.604,28.97,4682.963,92.272
402.79,7.379,6.392,1.573,72.944,4065.618,87.14
395.676,7.361,6.881,3.186,51.329,4001.016,86.705
290.683,2.764,6.166,4.394,14.741,4164.15,87.323
390.393,8.726,7.789,1.839,55.024,4153.539,88.603
95.887,6.883,8.469,2.221,66.658,4399.353,90.392
25.032,3.458,7.85,2.18,49.64,4582.256,91.363
436.817,4.275,8.11,1.822,62.792,4371.139,89.366
37.777,7.267,7.191,3.644,37.121,4198.158,88.791
123.344,2.116,6.239,3.451,87.904,4235.508,87.111
347.659,4.688,7.817,4.295,24.756,4194.455,88.103
204.724,6.536,6.641,4.629,28.853,4014.373,86.816
438.157,5.395,6.971,4.552,77.592,3897.847,84.821
148.99,6.083,7.758,2.931,6.728,4390.587,90.664
5.936,5.462,8.262,1.336,98.751,4519.057,90.842
150.328,1.992,7.216,1.5,63.273,4570.267,90.668
289.038,4.102,8.404,3.156,80.937,4313.292,88.554
187.969,5.32,7.3,4.633,58.81,4089.098,86.899
267.436,7.801,6.306,2.887,78.847,3960.491,86.157
438.299,6.539,7.296,4.711,43.986,3924.457,85.766
456.243,4.266,8.152,1.68,58.098,4389.533,89.594
132.987,9.744,7.345,0.889,66.531,4258.901,89.847
231.07,1.078,7.869,4.083,90.291,4328.593,87.706
274.572,2.068,7.37,4.457,4.442,4341.693,88.993
474.556,3.413,7.365,2.516,11.782,4353.378,89.44
499.309,2.286,6.712,0.961,69.374,4372.402,88.716
117.704,6.254,6.503,0.69,35.092,4439.511,90.921
363.49,0.396,6.697,0.782,68.095,4553.868,89.976
189.016,1.774,7.102,2.476,23.546,4532.29,90.62
4.054,2.933,8.024,1.557,63.198,4671.635,91.964
4.626,6.833,8.072,2.579,48.333,4408.729,90.654
230.283,8.759,6.408,2.698,13.169,4091.612,88.412
244.167,7.985,7.382,2.561,93.013,4074.716,87.213
11.285,1.821,7.04,3.29,79.428,4419.504,88.947
343.464,5.654,7.427,3.557,78.326,4075.915,86.672
147.002,0.3,7.619,2.282,69.996,4605.227,90.442
279.947,3.105,6.699,2.017,3.113,4466.77,90.568
150.46,8.06,8.298,2.158,50.958,4333.893,90.247
83.567,4.567,8.339,0.816,75.345,4631.474,91.931
203.587,1.499,6.263,1.947,22.458,4509.925,90.324
116.137,4.386,7.758,1.4,61.911,4534.627,91.043
267.4,1.98,6.083,1.809,93.019,4308.676,87.751
99.414,3.932,6.116,3.715,75.54,4142.779,86.852
254.203,4.878,8.394,4.948,55.216,4163.157,87.543
78.689,3.496,7.737,4.656,31.683,4330.626,89.038
335.487,9.37,6.811,4.197,64.017,3797.141,85.142
376.969,5.625,7.675,3.817,71.726,4072.529,86.696
55.197,8.429,8.115,4.752,64.139,4058.913,87.476
233.901,7.607,8.177,3.884,75.786,4080.419,87.329
35.436,6.612,6.051,2.619,28.645,4237.608,89.073
299.091,4.969,8.046,3.206,51.273,4283.408,88.812
132.202,0.022,8.133,1.876,55.318,4747.872,91.932
263.812,6.135,7.489,0.515,9.899,4538.967,92.131
258.731,3.56,7.2,2.091,18.478,4466.55,90.549
462.177,1.178,6.277,2.322,31.356,4342.895,88.469
274.542,4.446,6.599,3.799,5.728,4208.972,88.366
291.499,7.356,7.226,4.366,24.127,4024.192,87.207
200.827,9.617,8.163,4.832,52.694,3946.436,86.822
474.54,3.741,8.008,2.083,54.633,4358.889,89.165
388.593,5.427,7.24,4.808,25.693,4026.109,86.632
142.703,8.512,7.964,4.097,94.702,4000.305,86.61
422.105,3.34,7.914,0.639,47.249,4555.002,91.08
216.198,1.423,7.448,3.179,64.09,4419.478,88.981
414.334,2.819,6.551,2.145,4.006,4384.423,89.65
411.444,8.991,6.87,0.653,40.519,4185.374,89.146
94.435,1.594,6.41,2.892,54.669,4415.588,89.087
350.571,3.292,6.018,3.132,31.913,4184.898,87.518
145.321,4.646,6.201,1.635,17.966,4415.715,90.371
148.746,8.471,7.899,4.729,20.914,4077.204,88.104
148.174,9.377,6.084,3.247,47.188,3946.347,86.805
362.784,4.258,7.0,1.292,8.031,4460.421,90.801
114.913,9.32,8.464,3.746,24.212,4200.023,89.554
0.453,1.615,7.988,2.746,72.234,4598.772,90.75
357.618,1.569,7.877,2.63,22.259,4522.945,90.477
85.592,9.493,6.687,4.255,12.577,4000.563,87.728
52.241,5.097,7.604,1.122,9.292,4648.706,92.923
118.758,1.859,7.247,2.709,98.884,4403.633,88.605
189.95,4.88,7.56,4.013,9.599,4296.444,89.332
237.953,7.832,7.09,3.472,43.916,4063.364,87.544
22.285,8.269,7.327,0.524,51.596,4452.51,91.49
485.287,8.64,8.471,4.044,96.493,3875.132,85.378
358.032,5.696,6.823,4.751,89.219,3864.987,84.466
161.597,8.669,6.541,3.671,24.53,4023.68,87.592
159.349,5.1,7.121,4.442,9.385,4214.508,88.581
224.271,6.071,7.311,2.124,44.355,4314.34,89.521
313.122,7.587,6.214,2.078,10.991,4155.734,88.724
73.187,4.254,8.015,1.944,87.239,4483.314,90.237
94.465,0.736,7.055,3.807,70.674,4399.406,88.508
429.717,3.502,7.033,4.739,94.435,3950.555,84.612
128.127,6.239,7.647,4.484,57.376,4125.492,87.553
190.097,1.923,7.933,1.176,37.078,4710.344,92.31
435.636,1.484,8.465,3.317,50.564,4421.598,89.155
331.574,2.931,6.434,4.982,16.917,4099.038,86.7
170.856,0.321,6.864,1.829,46.843,4608.303,90.711
341.85,7.434,6.421,3.357,99.872,3864.031,84.872
9.842,2.587,8.202,4.58,69.36,4389.234,88.975
367.821,1.242,7.371,4.548,7.173,4321.95,88.52
243.508,6.991,8.131,1.947,72.841,4301.445,89.383
406.591,8.429,8.463,0.923,10.965,4407.35,91.493
477.319,0.199,7.376,3.407,39.674,4368.903,88.352
462.894,2.336,6.295,4.761,78.839,3947.478,84.387
454.633,9.452,6.903,2.786,13.681,3984.43,87.543
256.085,3.853,6.09,2.56,29.982,4272.446,88.58
180.071,9.386,8.123,4.388,20.331,4073.555,88.348
232.518,2.742,6.045,2.411,87.139,4235.759,87.309
344.948,2.181,7.48,3.564,15.644,4378.833,89.286
441.999,2.141,6.265,2.249,54.043,4265.505,87.757
103.493,0.852,6.019,2.197,28.256,4531.304,90.286
459.097,8.964,6.64,1.345,51.219,4049.323,87.67
407.59,9.798,7.38,0.898,17.569,4219.309,89.957
489.428,9.545,6.188,4.483,76.0,3596.481,83.068
440.126,8.52,7.537,1.315,64.668,4146.76,88.377
139.969,8.469,7.68,0.78,5.299,4485.973,92.347
52.978,6.611,8.424,3.12,94.809,4283.736,88.873
56.121,8.262,8.249,2.957,89.404,4209.21,88.677
145.612,2.083,7.417,3.055,30.48,4498.27,90.303
307.092,3.879,7.983,2.606,29.896,4430.399,90.169
402.16,6.408,6.909,1.139,50.419,4254.703,88.965
449.625,8.748,7.464,0.594,62.293,4200.233,89.004
311.877,6.605,7.008,0.709,29.813,4384.154,90.525
2.816,8.39,6.843,4.744,79.74,3929.446,86.014
93.158,4.739,7.819,2.893,8.771,4491.479,91.249
49.863,7.173,6.742,2.299,40.386,4279.938,89.547
181.662,9.8,6.951,2.349,56.025,4067.392,88.054
250.675,1.535,6.918,3.435,80.169,4285.886,87.518
21.699,9.269,8.176,2.195,87.31,4249.173,89.399
174.239,5.224,6.426,4.084,25.196,4135.5,87.67
89.59,6.432,6.954,1.67,24.865,4412.26,90.804
323.535,8.779,8.22,2.153,37.458,4231.082,89.57
232.136,4.097,6.038,4.707,43.328,4025.526,86.051
247.659,4.187,8.37,1.671,84.992,4466.68,90.073
213.846,5.272,8.247,3.477,1.75,4402.998,90.594
478.01,0.191,7.045,2.141,68.811,4404.229,88.411
107.368,4.967,7.633,2.62,22.786,4453.629,90.798
258.332,2.911,8.478,0.703,88.358,4626.007,91.25
368.009,9.28,7.387,1.253,32.417,4200.666,89.466
278.422,0.877,6.242,0.959,54.218,4536.849,90.09
464.51,4.593,8.134,4.301,33.575,4154.224,87.584
188.984,9.475,6.335,4.828,43.103,3796.345,85.375
231.838,9.01,6.643,0.806,52.701,4211.891,89.295
44.261,7.013,8.184,0.846,75.006,4510.981,91.464
304.5,5.894,6.64,2.985,12.955,4192.691,88.565
144.106,2.807,7.863,2.768,35.87,4525.296,90.736
80.155,3.67,7.119,3.428,64.324,4316.957,88.627
272.266,0.901,7.899,3.816,59.291,4408.592,88.763
266.155,7.861,6.581,4.087,78.302,3866.603,85.241
37.936,3.239,7.049,1.171,89.018,4528.864,90.37
349.108,6.678,6.795,0.67,10.313,4383.443,90.735
311.886,3.576,6.623,4.501,71.67,4034.058,85.697
94.509,4.643,6.786,2.613,29.117,4379.661,89.898
234.717,5.55,6.807,4.871,48.657,4001.514,86.194
360.161,8.019,8.388,2.897,63.15,4141.792,88.192
264.718,2.112,7.333,2.795,15.91,4484.037,90.315
197.745,3.988,7.155,3.303,35.312,4316.293,89.006
161.169,1.301,7.258,1.266,97.632,4558.375,89.998
305.197,0.758,8.49,1.643,14.493,4765.249,92.735
469.554,6.047,7.634,4.576,9.25,4050.17,87.223
335.872,1.891,7.759,1.455,83.843,4500.156,89.73
37.373,0.598,6.784,1.548,43.633,4687.717,91.62
230.342,8.971,7.179,2.795,67.804,4039.063,87.404
445.412,5.343,6.46,3.385,31.268,4055.1,86.841
47.231,1.346,7.713,0.504,20.645,4888.671,94.084
494.438,0.534,6.861,2.556,22.035,4412.57,89.066
474.535,1.199,7.871,2.296,20.363,4519.592,90.352
39.137,4.713,6.533,4.395,25.45,4207.624,88.236
466.707,6.685,7.009,4.279,22.901,3959.624,86.373
181.566,6.413,7.178,4.577,81.556,3985.595,85.964
422.355,1.444,6.416,4.289,53.796,4121.728,86.113
209.192,6.335,6.174,4.04,30.354,4031.33,86.91
220.428,4.049,6.793,4.366,35.161,4159.747,87.46
317.122,4.647,7.362,1.287,95.822,4324.983,88.686
387.239,8.014,7.632,2.034,19.203,4227.047,89.483
16.895,3.325,7.063,3.576,88.789,4296.415,88.074
296.578,1.47,7.251,4.654,73.944,4189.985,86.601
93.366,8.735,7.358,3.501,61.732,4078.816,87.791
172.975,2.121,7.28,1.436,62.785,4566.278,90.671
173.984,2.94,6.226,4.751,42.871,4127.734,86.731
234.53,7.066,7.013,3.922,44.446,4049.644,87.172
167.068,6.836,6.511,3.724,79.812,3993.705,86.19
53.681,8.004,7.334,3.931,81.275,4050.715,87.096
72.814,1.839,7.895,3.466,57.545,4499.474,89.971
16.719,3.523,7.449,0.6,77.091,4646.24,91.748
235.125,1.259,6.555,1.641,81.195,4448.433,89.05
477.224,5.41,6.519,4.805,33.879,3894.592,85.23
57.838,2.926,6.092,1.799,62.713,4428.748,89.538
473.132,6.889,7.066,3.972,44.144,3940.042,86.026
366.681,0.003,7.082,2.41,10.713,4562.26,90.517
318.749,0.597,6.591,4.584,65.198,4181.109,86.338
322.639,4.326,7.911,3.01,59.161,4294.192,88.648
413.364,9.582,6.966,3.343,11.157,3954.185,87.305
53.46,8.909,7.674,1.578,8.01,4421.342,91.806
252.377,9.94,7.6,0.759,25.714,4309.511,90.82
348.546,4.168,7.512,3.905,83.508,4111.031,86.526
293.41,0.466,8.27,0.804,7.304,4861.98,93.686
416.39,3.06,6.04,3.748,46.576,4074.838,86.2
36.136,6.758,6.17,3.0,18.725,4223.635,89.076
345.351,1.352,7.805,4.19,26.102,4369.064,88.835
267.014,3.0,6.884,1.426,77.222,4407.846,89.206
189.58,0.562,8.466,2.937,85.21,4559.649,89.913
170.137,4.75,6.541,3.264,58.449,4188.277,87.723
310.416,2.089,6.459,0.834,86.461,4429.83,89.06
445.498,0.912,7.471,3.825,85.83,4224.498,86.66
248.088,4.112,6.699,2.251,22.93,4369.28,89.697
412.362,3.512,6.851,1.08,64.857,4365.605,89.061
201.078,5.375,8.303,2.242,78.055,4380.67,89.639
51.197,7.49,6.066,0.942,56.544,4299.118,89.673
30.753,1.126,7.328,4.496,80.772,4350.012,88.03
25.667,7.911,6.837,2.555,63.254,4193.278,88.674
190.075,0.263,6.865,1.121,29.161,4707.88,91.866
168.619,4.431,6.62,1.634,68.874,4354.901,89.19
358.969,5.874,6.337,3.761,59.212,3965.997,85.83
371.411,9.57,6.086,4.037,62.87,3714.936,84.392
25.427,5.739,8.469,0.686,10.437,4757.783,94.195
110.562,1.587,7.651,0.769,13.448,4826.594,93.608
137.131,5.175,7.943,4.627,81.651,4140.93,87.145
273.806,3.958,6.163,1.989,43.696,4295.122,88.702
72.258,4.794,6.037,1.37,22.312,4446.282,90.678
66.971,1.971,7.501,1.054,10.175,4792.313,93.413
471.894,5.008,7.81,2.642,27.027,4276.361,88.996
402.101,1.5,6.987,3.97,30.224,4265.223,87.8
90.327,7.44,6.969,2.845,98.313,4098.624,87.235
203.284,5.939,6.961,0.593,83.616,4370.99,89.655
177.811,0.785,6.382,2.678,8.767,4524.728,90.395
395.502,8.896,7.885,1.902,75.097,4105.481,87.973
255.106,6.164,6.538,3.573,56.829,4047.11,86.752
63.925,3.161,6.811,2.856,23.619,4458.269,90.295
369.496,0.456,7.678,4.844,74.911,4226.022,86.648
198.444,6.322,6.0,3.192,3.988,4157.542,88.432
131.462,3.734,7.916,3.346,73.422,4357.654,88.963
187.749,9.076,8.248,2.841,89.634,4113.719,87.964
248.878,0.349,6.129,1.9,88.379,4404.317,88.264
171.558,0.391,7.479,3.338,77.462,4453.881,88.881
120.953,9.493,7.021,1.998,93.538,4080.102,87.714
199.251,9.649,6.196,3.728,71.025,3822.696,85.411
9.586,0.277,7.706,1.566,68.986,4757.34,91.967
386.249,7.16,7.531,2.154,3.593,4279.305,89.905
85.472,2.215,7.607,3.126,18.245,4558.05,91.063
21.952,7.014,8.034,3.328,78.361,4252.157,88.842
326.849,8.687,6.717,3.509,99.753,3823.557,84.844
386.968,1.008,7.693,3.651,72.273,4315.678,87.737
406.915,2.388,7.858,1.932,58.403,4452.945,89.662
246.755,0.241,6.422,4.517,19.159,4316.811,88.049
102.684,0.438,8.393,0.635,94.843,4812.853,92.312
368.614,0.296,6.85,1.348,65.324,4520.439,89.64
349.857,8.007,7.784,0.816,49.415,4322.765,90.136
123.135,2.983,7.885,3.522,86.277,4353.045,88.563
451.704,4.932,7.26,1.731,95.375,4189.651,87.422
52.186,7.878,6.322,1.396,37.747,4297.051,89.957
491.344,4.949,6.689,2.663,52.063,4105.346,87.018
430.124,4.292,6.586,3.286,12.395,4175.54,87.919
343.949,0.116,7.297,3.287,96.026,4331.187,87.386
469.375,5.68,6.653,3.009,12.947,4119.863,87.773
361.156,1.247,7.367,4.964,92.974,4111.402,85.559
95.228,7.646,6.721,4.371,19.913,4065.192,87.747
221.078,2.577,6.002,1.575,90.969,4321.412,88.078
35.752,6.742,6.908,3.914,45.778,4152.866,88.093
194.829,6.462,7.517,3.062,59.614,4205.774,88.4
370.802,6.167,7.934,0.817,4.526,4508.899,91.894
193.222,2.67,6.071,0.723,40.044,4524.604,90.646
165.147,2.671,6.646,4.098,49.846,4238.939,87.692
297.678,8.63,8.464,2.952,1.933,4266.89,90.239
436.102,0.128,6.655,3.071,66.425,4301.053,87.385
23.792,1.815,7.943,2.013,84.051,4622.22,90.926
192.735,6.102,7.273,4.687,3.453,4150.327,88.299
79.12,8.17,6.305,3.71,49.761,4011.932,87.073
347.677,3.583,7.609,4.675,4.339,4231.662,88.348
52.862,6.534,8.416,0.947,87.456,4518.85,91.274
332.404,5.572,8.217,3.127,16.921,4330.407,89.806
143.09,0.645,7.726,3.369,6.794,4618.283,91.309
99.458,6.218,7.28,1.067,85.912,4388.912,89.895
468.176,8.139,6.798,2.058,45.006,4042.962,87.421
9.262,9.924,6.892,1.467,10.445,4320.833,91.081
218.889,0.296,6.866,4.93,65.144,4238.993,86.827
10.813,6.601,8.305,2.945,70.854,4358.839,89.86
241.797,4.145,6.528,1.919,57.265,4318.257,88.854
250.524,0.098,6.945,3.49,33.881,4447.567,89.166
160.831,6.144,7.08,3.468,43.024,4187.55,88.288
66.081,1.224,7.022,2.063,95.529,4510.614,89.518
188.194,3.786,6.01,4.973,53.902,4012.6,85.723
336.131,2.614,6.677,4.14,40.309,4174.344,87.124
391.198,3.612,7.246,2.301,71.111,4276.096,88.133
265.375,4.927,7.901,3.47,8.54,4346.982,89.863
294.917,3.592,7.424,3.697,29.733,4286.097,88.641
100.308,5.527,6.962,1.282,23.421,4494.636,91.37
143.665,2.386,7.663,4.452,68.33,4293.296,87.966
80.948,6.354,7.665,4.217,60.787,4165.027,87.948
124.648,8.538,6.62,3.901,76.184,3930.354,86.103
112.443,2.241,6.259,1.502,43.25,4520.983,90.45
259.724,5.079,8.008,1.113,18.22,4569.242,92.034
281.344,6.487,7.324,1.312,19.1,4397.982,90.735
472.474,5.646,6.441,0.919,89.333,4155.056,87.351
97.785,3.656,6.655,4.731,8.415,4243.84,88.451
320.838,6.422,7.916,4.332,59.818,4057.279,86.901
408.63,0.282,7.633,0.909,23.936,4706.158,91.907
280.121,3.699,8.363,3.551,22.214,4411.764,90.005
127.502,5.326,7.162,1.605,10.742,4504.181,91.532
131.275,0.206,6.13,0.578,97.949,4583.432,89.917
19.627,5.076,7.751,1.816,7.038,4615.817,92.611
152.722,6.543,6.637,2.48,15.627,4280.971,89.616
372.302,7.592,6.81,0.59,37.152,4281.888,89.725
23.759,1.134,6.492,1.957,46.124,4592.674,90.806
109.648,9.906,6.772,3.652,95.129,3871.711,85.738
353.116,6.062,8.074,1.528,24.937,4425.061,90.82
391.326,3.632,7.442,2.682,72.377,4253.963,87.905
227.659,2.491,6.273,4.494,65.982,4107.536,86.163
349.037,5.729,7.467,0.628,52.232,4418.444,90.381
193.976,8.817,7.584,4.035,27.34,4062.33,87.995
79.957,5.206,8.212,2.228,16.507,4565.179,92.048
199.075,6.615,8.149,2.935,18.476,4354.169,90.341
289.984,3.577,6.157,1.539,35.253,4367.479,89.395
474.027,3.882,8.167,3.105,14.575,4345.908,89.478
34.375,2.862,6.127,3.788,99.859,4173.912,86.599
253.697,7.056,6.385,1.407,45.136,4227.9,88.945
164.46,3.592,6.279,2.045,54.36,4352.873,89.063
254.156,1.907,6.454,3.053,62.029,4293.609,87.888
11.988,3.694,8.008,2.376,20.383,4631.805,92.222
156.513,8.538,7.715,1.819,48.694,4287.054,89.945
409.934,7.383,7.717,2.533,7.226,4229.936,89.442
276.971,3.346,8.305,1.809,96.948,4449.958,89.534
225.291,9.068,6.98,1.858,47.81,4150.45,88.747
142.763,0.748,6.008,3.248,3.937,4459.366,89.779
149.021,0.498,7.599,2.647,60.308,4575.259,90.299
191.551,1.275,8.17,3.547,10.911,4581.003,91.083
417.785,1.165,8.441,4.269,79.208,4291.679,87.474
483.607,0.878,6.91,4.743,95.382,4040.154,84.711
219.328,6.613,8.055,1.181,91.739,4363.616,89.703
196.676,6.008,8.123,3.318,43.351,4295.061,89.32
423.275,6.476,6.361,3.121,71.546,3945.498,85.682
213.453,6.884,7.579,4.401,16.425,4133.991,88.241
276.009,7.569,6.433,4.532,8.494,3956.702,86.753
115.471,2.072,7.117,3.922,82.284,4293.54,87.734
371.751,6.223,8.198,3.18,69.822,4165.188,87.821
265.994,5.8,7.974,1.397,90.799,4353.079,89.363
404.517,9.437,7.426,1.745,91.544,4010.92,87.025
390.366,2.324,8.022,3.212,35.381,4398.804,89.331
107.502,0.587,6.382,1.127,32.546,4677.297,91.624
357.818,6.535,6.487,1.328,44.748,4220.793,88.721
400.027,7.402,6.522,4.601,66.903,3788.167,84.433
173.054,2.832,7.94,4.803,1.494,4382.55,89.66
86.305,5.708,8.227,0.524,53.927,4633.956,92.513
1.316,0.595,7.407,4.381,2.953,4566.259,90.812
225.452,9.6,8.395,4.721,45.617,3983.405,87.258
176.216,1.099,7.82,2.866,9.146,4634.063,91.579
277.455,0.676,7.409,2.52,56.659,4503.084,89.667
94.021,0.441,7.529,4.635,32.113,4456.146,89.373
429.833,4.273,8.124,0.534,48.413,4533.616,91.134
128.878,0.972,6.225,4.282,95.812,4189.684,86.23
113.215,7.446,6.42,1.835,34.756,4260.102,89.487
240.357,8.989,6.666,3.385,72.209,3914.017,86.115
249.426,2.602,8.237,1.954,68.646,4536.14,90.456
107.543,6.288,8.362,2.853,87.024,4308.706,89.103
135.93,0.423,6.89,4.137,34.107,4417.952,88.965
84.853,3.866,8.31,1.316,6.552,4750.581,93.6
359.23,2.929,7.367,3.488,97.092,4167.678,86.585
385.045,2.286,7.183,4.543,36.873,4183.488,87.152
231.164,6.447,8.082,4.555,20.18,4174.413,88.477
357.044,1.302,7.365,4.524,91.496,4157.539,86.051
367.968,8.607,7.136,2.833,19.87,4076.232,88.146
69.138,6.648,6.04,3.955,53.347,4034.845,86.809
483.089,7.107,6.032,2.511,75.795,3903.637,85.411
410.516,9.353,7.569,2.571,73.37,3980.153,86.874
102.242,9.424,6.184,1.777,3.917,4210.478,89.893
93.083,5.517,7.842,1.784,21.041,4541.434,91.859
62.831,4.954,7.556,0.67,88.961,4531.538,90.912
69.189,3.354,7.144,2.892,55.765,4411.455,89.563
374.081,7.156,7.775,1.889,69.035,4205.613,88.512
234.827,5.382,8.483,1.345,40.827,4545.637,91.663
391.467,9.329,6.616,1.048,74.775,4045.097,87.502
373.127,2.386,7.393,2.061,29.62,4467.997,90.1
302.306,3.103,8.107,4.546,23.971,4301.938,88.71
343.183,3.161,6.042,2.824,99.714,4092.773,85.879
9.178,8.06,6.509,3.006,16.608,4209.453,89.346
155.889,0.99,7.302,0.744,98.155,4632.018,90.636
318.911,4.556,7.381,2.839,92.724,4181.402,87.254
4.672,4.276,6.216,3.504,71.753,4211.526,87.68
16.488,0.731,7.019,1.178,58.615,4721.991,91.853
425.944,4.108,7.299,4.926,1.448,4116.08,87.379
342.012,5.134,7.057,4.618,63.893,3988.461,85.786
132.685,0.651,7.751,4.969,77.469,4324.421,87.665
343.981,5.099,7.928,2.121,73.555,4306.667,88.861
396.228,9.592,7.151,4.2,18.034,3881.229,86.51
153.397,9.789,7.064,1.979,54.909,4132.51,88.713
18.019,5.317,7.763,3.871,55.47,4303.444,89.075
466.39,5.151,7.388,4.765,65.635,3940.288,85.292
172.59,2.855,8.176,1.198,83.264,4602.274,91.047
53.241,9.971,7.203,1.131,70.125,4241.715,89.707
245.928,2.742,7.436,0.97,14.989,4656.543,92.238
384.234,4.529,6.322,4.093,2.884,4098.608,87.316
110.824,0.029,8.09,3.5,14.522,4673.091,91.594
134.745,3.492,7.056,2.85,4.988,4468.567,90.683
121.357,0.714,7.798,3.983,44.241,4496.625,89.738
495.837,7.438,7.074,4.325,29.092,3896.891,85.909
98.702,5.61,6.003,4.773,1.724,4089.66,87.562
287.76,5.722,7.001,1.406,8.948,4411.679,90.744
462.632,2.865,6.369,2.488,40.357,4232.836,87.784
73.448,8.149,6.997,4.654,94.036,3902.053,85.525
485.427,0.033,6.803,2.576,99.485,4279.421,86.809
473.739,3.336,6.506,2.694,5.962,4265.598,88.597
442.286,6.595,6.309,4.741,83.227,3739.496,83.541
107.278,9.079,7.821,3.806,48.546,4096.845,88.207
317.028,2.346,7.887,2.984,62.483,4389.505,88.974
380.446,5.411,6.662,2.108,51.091,4192.516,88.038
493.014,5.38,7.238,4.619,92.526,3861.335,84.302
90.212,8.742,7.16,0.54,48.37,4383.062,90.969
383.013,0.505,6.888,1.945,17.629,4542.336,90.399
169.401,4.245,6.694,4.757,78.205,4040.327,85.895
87.813,1.825,6.465,2.742,51.864,4433.449,89.363
210.688,0.215,8.182,3.307,12.59,4646.198,91.401
396.918,1.47,8.083,2.897,46.698,4453.281,89.507
232.425,9.765,7.043,2.288,69.052,4032.931,87.568
268.762,2.148,7.803,3.494,30.288,4428.542,89.627
497.58,9.35,7.246,3.949,91.285,3730.793,84.2
199.555,2.053,6.213,2.14,85.146,4334.658,88.111
307.7,9.313,8.056,3.157,57.222,4055.922,87.781
182.622,6.546,6.548,0.872,6.383,4436.19,91.262
196.393,1.132,7.767,2.964,58.743,4507.993,89.832
347.82,5.819,7.318,3.865,42.145,4096.205,87.286
468.943,3.185,7.726,3.134,72.683,4220.181,87.431
271.179,3.832,7.178,4.453,27.436,4190.461,87.78
384.2,4.402,7.756,1.788,60.971,4362.727,89.338
44.603,4.227,6.082,2.713,55.889,4291.479,88.624
105.579,6.641,6.102,0.894,53.158,4329.687,89.758
251.066,7.684,8.241,3.65,12.475,4224.408,89.424
10.006,3.292,7.874,2.493,49.499,4569.533,91.188
126.427,9.244,8.071,2.887,55.512,4182.033,89.038
258.701,9.385,7.141,1.078,92.838,4122.109,88.108
7.481,0.407,7.149,4.988,46.626,4398.767,88.643
132.273,0.149,7.335,3.974,64.347,4433.853,88.74
257.015,4.251,6.609,2.303,57.355,4274.881,88.45
286.575,5.906,7.834,3.065,20.329,4297.625,89.545
462.876,2.779,8.074,3.284,19.257,4370.038,89.342
